id;count;ax44
071090900;1.000;0090
071091014;2.000;0090
071091029;1.000;0090
071091056;56.000;0090
071091057;39.000;0090
071091058;56.000;0090
071091081;2.000;0090
071091085;7.000;0090
071091106;25.000;0090
071091181;1.000;0090
071091265;3.000;0090
071091363;3.000;0090
071091367;4.000;0090
071091370;1.000;0090
071091408;3.000;0090
071091410;2.000;0090
071091412;4.000;0090
071091414;2.000;0090
071091415;1.000;0090
071091416;2.000;0090
071091425;1.000;0090
071091429;1.000;0090
071091431;116.000;0090
071091454;1.000;0090
071091504;1.000;0090
071091521;1.000;0090
071091621;2.000;0090
071091655;4.000;0090
071091694;1.000;0090
071091757;17.000;0090
071091850;1.000;0090
071091886;2.000;0090
071091990;1.000;0090
071092020;1.000;0090
071092038;4.000;0090
071092069;1.000;0090
071092102;31.000;0090
071092130;1.000;0090
071092156;1.000;0090
071092161;1.000;0090
071092272;1.000;0090
071092307;39.000;0090
071092401;1.000;0090
071092402;1.000;0090
071092403;1.000;0090
071092404;1.000;0090
071092486;1.000;0090
071092572;91.000;0090
071092573;118.000;0090
071092654;22.000;0090
071092689;1.000;0090
071092717;3.000;0090
071092839;3.000;0090
071092965;3.000;0090
071092966;2.000;0090
071092967;2.000;0090
071093011;1.000;0090
071093012;1.000;0090
071093014;1.000;0090
071093204;4.000;0090
071093232;1.000;0090
071093288;3.000;0090
071093306;1.000;0090
071093308;3.000;0090
071093323;3.000;0090
071093329;3.000;0090
071093330;3.000;0090
071093355;3.000;0090
071093407;3.000;0090
071093408;2.000;0090
071093410;3.000;0090
071093441;2.000;0090
071093442;3.000;0090
071093451;2.000;0090
071093455;1.000;0090
071093463;8.000;0090
071093469;2.000;0090
071093478;1.000;0090
071093483;65.000;0090
071093488;2.000;0090
071093492;4.000;0090
071093493;5.000;0090
071093494;3.000;0090
071093538;3.000;0090
071093551;1.000;0090
071093637;15.000;0090
071093639;9.000;0090
071093643;3.000;0090
071093745;3.000;0090
071093748;1.000;0090
071093759;1.000;0090
071093771;1.000;0090
071093775;1.000;0090
071093776;1.000;0090
071093778;1.000;0090
071093787;1.000;0090
071093792;1.000;0090
071093828;1.000;0090
071093831;1.000;0090
071093841;1.000;0090
071093844;28.000;0090
071093881;3.000;0090
071093882;3.000;0090
071093987;13.000;0090
071093988;30.000;0090
071094106;71.000;0090
071094112;1.000;0090
071094122;2.000;0090
071094123;1.000;0090
071094298;65.000;0090
071094307;3.000;0090
071094312;2.000;0090
071094412;1.000;0090
071094484;2.000;0090
071095466;8.000;0090
071095511;2.000;0090
071095514;3.000;0090
071095515;4.000;0090
071095517;4.000;0090
071095519;2.000;0090
071095520;3.000;0090
071095521;5.000;0090
071095523;1.000;0090
071095524;4.000;0090
071095527;1.000;0090
071095529;4.000;0090
071095531;4.000;0090
071095532;1.000;0090
071095535;4.000;0090
071095536;3.000;0090
071095537;4.000;0090
071095538;5.000;0090
071095541;1.000;0090
071095556;1.000;0090
071095561;1.000;0090
071095563;1.000;0090
071095564;1.000;0090
071095565;1.000;0090
071095567;6.000;0090
071095573;1.000;0090
071095584;1.000;0090
071095605;2.000;0090
071095607;1.000;0090
071095612;1.000;0090
071095637;17.000;0090
071095639;5.000;0090
071095741;1.000;0090
071095816;3.000;0090
071095865;2.000;0090
071095867;1.000;0090
071095932;3.000;0090
071096047;10.000;0090
071096084;4.000;0090
071096085;3.000;0090
071096086;3.000;0090
071096087;3.000;0090
071096088;4.000;0090
071096089;9.000;0090
071096090;6.000;0090
071096101;8.000;0090
071096102;8.000;0090
071096103;5.000;0090
071096105;4.000;0090
071096106;5.000;0090
071096107;2.000;0090
071096108;11.000;0090
071096141;12.000;0090
071096142;3.000;0090
071096166;2.000;0090
071096209;58.000;0090
071096442;3.000;0090
071096503;115.000;0090
071096509;54.000;0090
071096510;1.000;0090
071096511;1.000;0090
071096513;40.000;0090
071096515;3.000;0090
071096516;128.000;0090
071096517;74.000;0090
071096520;21.000;0090
071097069;1.000;0090
071097123;2.000;0090
071097124;1.000;0090
071097127;3.000;0090
071097130;1.000;0090
071097139;5.000;0090
071097364;1.000;0090
071097366;1.000;0090
071097396;1.000;0090
071097424;3.000;0090
071097430;15.000;0090
071097439;1.000;0090
071097440;1.000;0090
071097459;2.000;0090
071097553;1.000;0090
071097862;2.000;0090
071098026;1.000;0090
071098329;1.000;0090
071098343;1.000;0090
071098349;1.000;0090
071098350;1.000;0090
071098364;1.000;0090
071098366;1.000;0090
071098379;1.000;0090
071098380;1.000;0090
071098381;1.000;0090
071098383;1.000;0090
071098385;3.000;0090
071098386;1.000;0090
071098388;3.000;0090
071098408;1.000;0090
071098409;1.000;0090
071098410;1.000;0090
071098413;1.000;0090
071098415;1.000;0090
071098418;2.000;0090
071098420;1.000;0090
071098551;1.000;0090
071098632;5.000;0090
071098668;1.000;0090
071098671;1.000;0090
071098675;1.000;0090
071098676;1.000;0090
071098677;2.000;0090
071098679;1.000;0090
071098682;5.000;0090
071098683;37.000;0090
071098684;63.000;0090
071098686;36.000;0090
071098687;57.000;0090
071098692;3.000;0090
071098703;2.000;0090
071098730;1.000;0090
071098747;1.000;0090
071098761;6.000;0090
071098762;5.000;0090
071098765;32.000;0090
071098766;27.000;0090
071098767;44.000;0090
071098771;9.000;0090
071098788;13.000;0090
071098800;2.000;0090
071098809;1.000;0090
071098830;112.000;0090
071098839;8.000;0090
071098876;1.000;0090
071098879;2.000;0090
071098884;17.000;0090
071098891;1.000;0090
071098986;27.000;0090
071098987;32.000;0090
071098988;42.000;0090
071098989;39.000;0090
071098990;7.000;0090
071098991;11.000;0090
071098992;33.000;0090
071098993;5.000;0090
071098994;42.000;0090
071098995;56.000;0090
071098996;15.000;0090
071098997;29.000;0090
071098998;38.000;0090
071098999;51.000;0090
071099031;3.000;0090
071099044;1.000;0090
071099045;3.000;0090
071099046;1.000;0090
071099047;2.000;0090
071099048;1.000;0090
071099049;2.000;0090
071099183;6.000;0090
071099185;2.000;0090
071099248;69.000;0090
071099251;35.000;0090
071099252;23.000;0090
071099259;13.000;0090
071099260;7.000;0090
071099261;33.000;0090
071099264;3.000;0090
071099297;1.000;0090
071099299;2.000;0090
071099300;1.000;0090
071099333;3.000;0090
071099334;1.000;0090
071099339;1.000;0090
071099340;1.000;0090
071099341;1.000;0090
071099342;1.000;0090
071099343;1.000;0090
071099399;1.000;0090
071099420;3.000;0090
071099437;2.000;0090
071099457;18.000;0090
071099519;1.000;0090
071099525;2.000;0090
071099539;3.000;0090
071099540;4.000;0090
071099545;2.000;0090
071099546;2.000;0090
071099548;3.000;0090
071099550;4.000;0090
071099554;2.000;0090
071099556;5.000;0090
071099647;1.000;0090
071099697;4.000;0090
071099698;3.000;0090
071099699;6.000;0090
071099704;24.000;0090
071099705;16.000;0090
071099706;4.000;0090
071099707;26.000;0090
071099708;28.000;0090
071099709;18.000;0090
071099716;20.000;0090
071099747;6.000;0090
071099853;1.000;0090
071099854;1.000;0090
071100062;1.000;0090
071100083;28.000;0090
071100084;18.000;0090
071100087;32.000;0090
071100091;3.000;0090
071100099;3.000;0090
071100102;2.000;0090
071100141;35.000;0090
071100142;3.000;0090
071100143;24.000;0090
071100162;3.000;0090
071100163;1.000;0090
071100165;3.000;0090
071100167;3.000;0090
071100173;3.000;0090
071100174;1.000;0090
071100175;1.000;0090
071100176;3.000;0090
071100177;1.000;0090
071100178;3.000;0090
071100179;3.000;0090
071100180;3.000;0090
071100181;1.000;0090
071100185;8.000;0090
071100206;5.000;0090
071100209;6.000;0090
071100227;3.000;0090
071100237;7.000;0090
071100238;1.000;0090
071100243;2.000;0090
071100244;3.000;0090
071100246;8.000;0090
071100252;2.000;0090
071100253;3.000;0090
071100811;1.000;0090
071100898;7.000;0090
071100899;10.000;0090
071100906;6.000;0090
071100907;5.000;0090
071100969;10.000;0090
071101032;46.000;0090
071101038;44.000;0090
071101039;47.000;0090
071101040;74.000;0090
071101043;6.000;0090
071101073;1.000;0090
071101229;1.000;0090
071101297;1.000;0090
071101371;1.000;0090
071101389;5.000;0090
071101391;1.000;0090
071101393;6.000;0090
071101436;1.000;0090
071101447;1.000;0090
071101453;1.000;0090
071101456;1.000;0090
071101475;3.000;0090
071101479;11.000;0090
071101480;12.000;0090
071101522;39.000;0090
071101573;2.000;0090
071101576;2.000;0090
071101577;11.000;0090
071101578;10.000;0090
071101665;5.000;0090
071101666;3.000;0090
071101681;10.000;0090
071101689;1.000;0090
071101690;14.000;0090
071101691;7.000;0090
071101715;5.000;0090
071101721;13.000;0090
071101724;9.000;0090
071101725;13.000;0090
071101738;14.000;0090
071101893;2.000;0090
071101897;8.000;0090
071101907;15.000;0090
071101908;7.000;0090
071101914;1.000;0090
071101917;1.000;0090
071102014;1.000;0090
071102041;1.000;0090
071102058;1.000;0090
071102144;3.000;0090
071102152;2.000;0090
071102153;2.000;0090
071102183;58.000;0090
071102307;1.000;0090
071102373;17.000;0090
071102374;3.000;0090
071102380;8.000;0090
071102382;24.000;0090
071102402;2.000;0090
071102455;4.000;0090
071102456;1.000;0090
071102458;8.000;0090
071102461;2.000;0090
071102494;2.000;0090
071102495;2.000;0090
071102496;2.000;0090
071102497;2.000;0090
071102499;1.000;0090
071102532;1.000;0090
071102534;2.000;0090
071102547;3.000;0090
071102566;3.000;0090
071102567;3.000;0090
071102570;10.000;0090
071102961;23.000;0090
071102963;22.000;0090
071102965;18.000;0090
071103390;67.000;0090
071103408;62.000;0090
071103409;61.000;0090
071103411;55.000;0090
071103414;1.000;0090
071103417;8.000;0090
071103421;1.000;0090
071103426;1.000;0090
071103455;63.000;0090
071103470;3.000;0090
071103479;1.000;0090
071103483;22.000;0090
071103487;22.000;0090
071103500;63.000;0090
071103501;57.000;0090
071103507;1.000;0090
071103508;1.000;0090
071103533;35.000;0090
071103534;34.000;0090
071103535;38.000;0090
071103539;8.000;0090
071103540;18.000;0090
071103542;24.000;0090
071103559;13.000;0090
071103605;2.000;0090
071103606;12.000;0090
071103607;4.000;0090
071103608;9.000;0090
071103610;4.000;0090
071103611;17.000;0090
071103612;5.000;0090
071103617;21.000;0090
071103619;1.000;0090
071103622;1.000;0090
071103776;1.000;0090
071103781;3.000;0090
071103806;1.000;0090
071103809;3.000;0090
071103814;1.000;0090
071103816;1.000;0090
071103838;3.000;0090
071103841;1.000;0090
071103867;2.000;0090
071103869;4.000;0090
071103877;4.000;0090
071103880;13.000;0090
071103890;29.000;0090
071103891;1.000;0090
071103893;12.000;0090
071103931;14.000;0090
071103932;5.000;0090
071103941;12.000;0090
071103942;6.000;0090
071103943;4.000;0090
071103944;19.000;0090
071103945;19.000;0090
071103953;33.000;0090
071103954;2.000;0090
071103956;4.000;0090
071103958;1.000;0090
071103971;3.000;0090
071103975;4.000;0090
071103978;4.000;0090
071103981;15.000;0090
071103982;3.000;0090
071103983;7.000;0090
071103986;4.000;0090
071103987;3.000;0090
071103988;2.000;0090
071103989;9.000;0090
071103994;3.000;0090
071103995;4.000;0090
071103996;10.000;0090
071103997;2.000;0090
071103998;5.000;0090
071103999;6.000;0090
071104000;2.000;0090
071104001;2.000;0090
071104002;1.000;0090
071104003;4.000;0090
071104004;3.000;0090
071104005;2.000;0090
071104072;3.000;0090
071104073;6.000;0090
071104076;2.000;0090
071104078;1.000;0090
071104081;2.000;0090
071104082;2.000;0090
071104083;10.000;0090
071104084;1.000;0090
071104088;1.000;0090
071104089;17.000;0090
071104090;8.000;0090
071104092;5.000;0090
071104093;5.000;0090
071104097;17.000;0090
071104101;12.000;0090
071104102;3.000;0090
071104103;16.000;0090
071104134;1.000;0090
071104136;4.000;0090
071104137;1.000;0090
071104258;1.000;0090
071104267;1.000;0090
071104292;17.000;0090
071104293;1.000;0090
071104297;44.000;0090
071104411;5.000;0090
071104414;1.000;0090
071104418;1.000;0090
071104420;19.000;0090
071104421;17.000;0090
071104422;22.000;0090
071104423;12.000;0090
071104425;11.000;0090
071104426;5.000;0090
071104427;11.000;0090
071104428;15.000;0090
071104433;3.000;0090
071104435;8.000;0090
071104436;11.000;0090
071104442;16.000;0090
071104443;12.000;0090
071104445;1.000;0090
071104447;22.000;0090
071104448;2.000;0090
071104449;15.000;0090
071104451;20.000;0090
071104452;13.000;0090
071104454;12.000;0090
071104455;7.000;0090
071104456;2.000;0090
071104460;10.000;0090
071104461;7.000;0090
071104462;18.000;0090
071104463;6.000;0090
071104469;1.000;0090
071104470;2.000;0090
071104479;18.000;0090
071104481;6.000;0090
071104542;1.000;0090
071104600;9.000;0090
071104602;1.000;0090
071104624;10.000;0090
071104626;4.000;0090
071104741;4.000;0090
071104742;6.000;0090
071104743;6.000;0090
071104745;9.000;0090
071104749;7.000;0090
071104751;6.000;0090
071104752;4.000;0090
071104754;4.000;0090
071104755;10.000;0090
071104756;2.000;0090
071104759;8.000;0090
071104760;7.000;0090
071104762;10.000;0090
071104763;9.000;0090
071104764;7.000;0090
071104765;7.000;0090
071104768;1.000;0090
071104769;2.000;0090
071104771;3.000;0090
071104773;4.000;0090
071104774;6.000;0090
071104775;5.000;0090
071104779;7.000;0090
071104780;1.000;0090
071104781;4.000;0090
071104782;6.000;0090
071104783;6.000;0090
071104784;4.000;0090
071104785;4.000;0090
071104786;1.000;0090
071104788;9.000;0090
071104789;9.000;0090
071104790;5.000;0090
071104791;10.000;0090
071104792;3.000;0090
071104795;7.000;0090
071104796;8.000;0090
071104797;8.000;0090
071104798;6.000;0090
071104799;6.000;0090
071104800;10.000;0090
071104801;6.000;0090
071104802;10.000;0090
071104803;3.000;0090
071104804;4.000;0090
071104805;7.000;0090
071104806;7.000;0090
071104807;9.000;0090
071104809;4.000;0090
071104810;3.000;0090
071104822;8.000;0090
071104823;6.000;0090
071104824;8.000;0090
071104829;4.000;0090
071104830;4.000;0090
071104831;11.000;0090
071104832;1.000;0090
071104833;7.000;0090
071104834;12.000;0090
071104835;7.000;0090
071104836;9.000;0090
071104837;5.000;0090
071104838;4.000;0090
071104861;1.000;0090
071104882;1.000;0090
071104883;1.000;0090
071104884;2.000;0090
071104885;2.000;0090
071104889;1.000;0090
071104953;4.000;0090
071104957;5.000;0090
071104959;5.000;0090
071105048;3.000;0090
071105064;1.000;0090
071105123;1.000;0090
071105130;1.000;0090
071105132;1.000;0090
071105214;1.000;0090
071105215;6.000;0090
071105216;4.000;0090
071105217;4.000;0090
071105219;2.000;0090
071105223;4.000;0090
071105224;7.000;0090
071105225;3.000;0090
071105226;1.000;0090
071105228;9.000;0090
071105229;1.000;0090
071105232;4.000;0090
071105233;3.000;0090
071105246;1.000;0090
071105253;1.000;0090
071105258;3.000;0090
071105261;1.000;0090
071105262;28.000;0090
071105284;1.000;0090
071105286;4.000;0090
071105292;3.000;0090
071105294;3.000;0090
071105295;5.000;0090
071105296;1.000;0090
071105297;2.000;0090
071105298;3.000;0090
071105299;5.000;0090
071105300;1.000;0090
071105360;1.000;0090
071105371;3.000;0090
071105372;16.000;0090
071105373;7.000;0090
071105374;2.000;0090
071105375;3.000;0090
071105376;2.000;0090
071105377;4.000;0090
071105383;4.000;0090
071105384;3.000;0090
071105386;4.000;0090
071105387;3.000;0090
071105407;1.000;0090
071105409;32.000;0090
071105435;3.000;0090
071105544;13.000;0090
071105545;7.000;0090
071105554;5.000;0090
071105556;3.000;0090
071105560;42.000;0090
071105561;46.000;0090
071105562;31.000;0090
071105563;5.000;0090
071105565;36.000;0090
071105569;23.000;0090
071105574;43.000;0090
071105575;42.000;0090
071105577;46.000;0090
071105580;22.000;0090
071105583;34.000;0090
071105584;45.000;0090
071105587;17.000;0090
071105588;16.000;0090
071105589;3.000;0090
071105591;5.000;0090
071105593;1.000;0090
071105595;7.000;0090
071105601;1.000;0090
071105611;11.000;0090
071105626;10.000;0090
071105628;13.000;0090
071105667;3.000;0090
071105687;1.000;0090
071105710;2.000;0090
071105724;1.000;0090
071105725;1.000;0090
071105726;1.000;0090
071105743;2.000;0090
071105790;2.000;0090
071105822;2.000;0090
071105878;1.000;0090
071105883;3.000;0090
071105898;2.000;0090
071105924;1.000;0090
071105925;1.000;0090
071105926;1.000;0090
071105943;1.000;0090
071105947;1.000;0090
071105984;3.000;0090
071106034;5.000;0090
071106168;3.000;0090
071106191;3.000;0090
071106192;1.000;0090
071106200;1.000;0090
071106219;14.000;0090
071106291;53.000;0090
071106293;75.000;0090
071106294;74.000;0090
071106295;76.000;0090
071106296;76.000;0090
071106297;72.000;0090
071106298;77.000;0090
071106299;62.000;0090
071106300;55.000;0090
071106301;76.000;0090
071106303;1.000;0090
071106304;2.000;0090
071106305;130.000;0090
071106306;124.000;0090
071106307;145.000;0090
071106308;1.000;0090
071106414;4.000;0090
071106420;5.000;0090
071106421;4.000;0090
071106422;9.000;0090
071106424;6.000;0090
071106426;6.000;0090
071106427;4.000;0090
071106434;2.000;0090
071106438;1.000;0090
071106460;1.000;0090
071106467;3.000;0090
071106470;3.000;0090
071106471;2.000;0090
071106472;3.000;0090
071106475;1.000;0090
071106477;2.000;0090
071106491;1.000;0090
071106502;1.000;0090
071106504;3.000;0090
071106507;5.000;0090
071106508;3.000;0090
071106596;1.000;0090
071106866;1.000;0090
071106876;1.000;0090
071107474;69.000;0090
071107857;1.000;0090
071107858;1.000;0090
071109114;11.000;0090
071109124;1.000;0090
071109172;2.000;0090
071109178;5.000;0090
071109211;9.000;0090
071109212;3.000;0090
071109213;56.000;0090
071109507;7.000;0090
071109512;9.000;0090
071109513;5.000;0090
071109514;8.000;0090
071109522;1.000;0090
071109525;4.000;0090
071109526;2.000;0090
071109529;3.000;0090
071109531;6.000;0090
071109537;8.000;0090
071109538;1.000;0090
071109540;2.000;0090
071109542;7.000;0090
071109543;4.000;0090
071109572;20.000;0090
071109635;1.000;0090
071109642;16.000;0090
071109643;18.000;0090
071109773;21.000;0090
071109774;6.000;0090
071109775;18.000;0090
071109780;3.000;0090
071109807;3.000;0090
071109830;2.000;0090
071109831;35.000;0090
071109872;3.000;0090
071109873;1.000;0090
071109875;2.000;0090
071109876;3.000;0090
071109878;2.000;0090
071109879;1.000;0090
