id;
89000521;0.3166667
89000522;0.4000000
89000523;0.5166667
89000524;0.8333333
89000525;0.1166667
89000526;0.2166667
89000529;0.4000000
89000530;0.3666667
89000531;0.0333333
89000533;0.2166667
89000534;0.1666667
89000536;0.2500000
89000560;0.0000000
89000564;0.0500000
89000571;0.0500000
89000574;0.0000000
89000581;0.9666667
89000611;0.1333333
89000627;0.0166667
89000641;0.0000000
89000659;0.5500000
89000660;0.2166667
89000661;0.6166667
89000705;0.9500000
89000706;0.0666667
89000707;0.9666667
89000708;0.9833333
89000710;0.0333333
89000711;0.0333333
89000712;0.1333333
89000950;0.4166667
89007004;0.0166667
92612587;0.0000000
94000081;0.0166667
94000103;0.0000000
94000110;0.0000000
94000328;0.0000000
94000342;0.0000000
94000345;0.0000000
94000366;0.0166667
94000369;0.0166667
94000381;0.0500000
94000400;0.0000000
94000403;0.0000000
94000411;0.0000000
94000534;0.1000000
94000552;0.0000000
98000012;0.2666667
98000116;0.2000000
98000147;0.1500000
98000149;0.1333333
98000171;0.3833333
98000179;0.0166667
98000191;0.1166667
98000194;0.0500000
98008036;0.2833333
98120000;0.5166667
98120001;0.4833333
98120003;0.0000000
98120004;0.0333333
98120005;0.0500000
98120007;0.3833333
98120016;0.2000000
98120020;0.2833333
98120021;0.0333333
98120022;0.1333333
98120025;0.0500000
98120030;0.4833333
98120034;0.2166667
98120035;0.0333333
98120036;0.0166667
98120039;0.0500000
98120042;0.3666667
98120049;0.0333333
98120057;0.0333333
98120058;0.1166667
98120060;0.0833333
98120068;0.3500000
98120073;0.1500000
98120074;0.0500000
98120077;0.4500000
98120079;0.0000000
98120080;0.2333333
98120088;0.2500000
98120089;0.1333333
98120090;0.2500000
98120091;0.1666667
98120092;0.2166667
98120093;0.0166667
98120095;0.4000000
98120104;0.0333333
98120113;0.1500000
98123001;0.4666667
98123005;0.0166667
98130146;0.0500000
98130193;0.1000000
98130222;0.3333333
98130251;0.0333333
98130270;0.1333333
98130275;0.2833333
98130296;0.0333333
98130321;0.3000000
98130325;0.4666667
98130338;0.0333333
98130350;0.1500000
98130355;0.1166667
98130356;0.1666667
98130358;0.1333333
98140001;0.0166667
98140124;0.0833333
99000008;0.0500000
39400134;0.0000000
49100153;0.3000000
49100168;0.0000000
50220185;0.9166667
55200094;0.9333333
56000672;0.0000000
88000120;0.0833333
58150069;0.2166667
99100002;0.0000000
92612748;0.0000000
92613104;0.0000000
60100048;0.8500000
85515001;0.0000000
88000130;0.0500000
94000696;0.0500000
98000211;0.4333333
94000374;0.0166667
55200097;0.2833333
85130929;0.0000000
68210455;0.0000000
98130353;0.3166667
98140003;0.1833333
78001753;0.3500000
78310278;0.0000000
78310279;0.8833333
54120137;0.0000000
85111296;0.0000000
85111299;0.8333333
78001775;0.0000000
78001777;0.0000000
71000085;0.0000000
71000045;0.0000000
71000157;0.0000000
71000321;0.9833333
71000323;0.9333333
71000325;0.7500000
71000328;0.3166667
71000351;0.0166667
71000353;0.0166667
71000354;0.0000000
71000355;0.0166667
71000356;0.0000000
71000442;0.0000000
71000770;0.0166667
71000789;0.0166667
71000815;0.0166667
74500080;0.0500000
71000933;0.5500000
71000934;0.3833333
74820018;0.1500000
71001246;0.3833333
71001370;0.9666667
71001371;0.0166667
71001373;0.0000000
71001583;0.0333333
71001788;0.3000000
71001789;0.4333333
71001910;0.2166667
71002129;0.2500000
71002169;0.0000000
71002229;0.0000000
71002275;1.0000000
71002276;0.5333333
71002277;0.9500000
71002285;1.0000000
71002294;0.2333333
71002298;0.9000000
71002319;0.8166667
71002381;0.0000000
71002465;0.0000000
74820065;0.3333333
71002622;0.9833333
71002637;0.6000000
71002639;0.2833333
71002711;0.3666667
74820066;0.0166667
71002740;0.0000000
71002937;0.0000000
71003169;0.0000000
71003199;0.0000000
71003243;0.0000000
71003247;0.9833333
71003371;0.0166667
71003596;0.0000000
71003583;0.0000000
71003751;0.0166667
71003753;0.0166667
74820071;0.0833333
71003969;0.0666667
71004052;0.9833333
71004134;0.6833333
71004135;0.0000000
71004137;0.7666667
74820080;0.1000000
71005550;0.0166667
71005573;0.0000000
71005574;0.0000000
71005729;0.0000000
71005831;0.0000000
71005839;0.0000000
74820090;0.4000000
74820073;0.0333333
71006123;0.1166667
71006125;0.5166667
71006310;0.0000000
71006359;0.0000000
71006428;0.0166667
71006565;0.0166667
71006619;0.0000000
71006620;0.0000000
71006617;0.2000000
71006720;0.0000000
71006816;0.0000000
71006865;0.0000000
71006887;0.5000000
74100970;0.0166667
71007405;0.0166667
71007406;0.6000000
71007407;0.1333333
71007755;0.0000000
71007761;0.0000000
71007762;0.0000000
71007945;0.0166667
71007970;0.0166667
71008102;0.1166667
71008124;0.0166667
71008101;0.0166667
74820151;0.1000000
71008496;0.0000000
71008497;0.0500000
71008499;0.0166667
71008537;0.0000000
71008539;0.0833333
71008641;0.0500000
71009357;0.0000000
71009392;0.0333333
71009408;0.6833333
74820141;0.3500000
71009591;0.0000000
71009659;0.8666667
71010086;0.8833333
71010212;0.7833333
71010274;0.0166667
71010279;0.0000000
71010311;0.3833333
71010316;0.0000000
71010355;0.0000000
71010383;0.7000000
74820170;0.0500000
71010443;0.0166667
71010466;1.0000000
71010467;0.0000000
71010675;0.0000000
71010840;0.0000000
71010841;0.2166667
71010850;1.0000000
74101374;0.0166667
71010903;0.0000000
71010981;0.9333333
71011073;0.0333333
71011094;0.0166667
71011197;0.0166667
71011209;0.0000000
71011355;0.0000000
71011358;0.0000000
74101482;0.0000000
71011400;0.0333333
71011466;0.0500000
74820172;0.3166667
71011651;0.0166667
74820171;0.4166667
71011669;0.0000000
71011945;0.0000000
71012179;0.0000000
71012180;0.0000000
71012182;0.0000000
71012183;0.7166667
71012184;0.5833333
71012191;0.0000000
71012413;0.0000000
71012414;0.0000000
71012415;0.0000000
71012469;0.0000000
71012527;0.0000000
71012528;0.0000000
71012529;0.0000000
71013484;0.0166667
71013546;0.0333333
71013711;0.0000000
71013729;0.0500000
71013868;0.0000000
71013878;0.8166667
71013891;0.6833333
71013930;0.8500000
71013931;0.5666667
74820213;0.3666667
71014537;0.9833333
71014894;0.0000000
74820270;0.0666667
71015072;0.0000000
71015211;0.0666667
71015212;0.5833333
71015213;0.0166667
71015215;0.9833333
71015223;0.5333333
71015375;0.0500000
71015467;0.9000000
71015489;0.0000000
71015474;0.0000000
74820271;0.1000000
71015582;0.0166667
71015614;0.0833333
71015618;0.0333333
71015619;0.0000000
71015620;0.0333333
71015621;0.0166667
71015855;0.1833333
71015897;0.0000000
71015957;0.0000000
71015989;0.0000000
71016641;0.6666667
71016779;0.9500000
74820312;0.4333333
74820311;0.0666667
71017000;0.9500000
71017457;0.0166667
71017473;0.0000000
71017499;1.0000000
71017613;0.0000000
71017820;0.7333333
74101762;0.0166667
71018123;0.0166667
71018145;0.0000000
74700704;0.0666667
71018239;0.0000000
71018469;0.0166667
71018512;0.5166667
71018689;0.8833333
71018690;0.0000000
71018691;0.4000000
71018792;0.0166667
71018903;0.1333333
71018921;0.0000000
71019026;0.0000000
71019099;0.0000000
71019303;0.0166667
71019371;0.0000000
71019460;0.8166667
71019800;0.0166667
71019840;0.0000000
71019790;0.1833333
71020030;0.7166667
71020313;0.0000000
71020323;0.0000000
71020501;0.0000000
71020571;0.0000000
71020577;0.0833333
71020587;0.0000000
71020639;0.0000000
71020795;0.0000000
71020846;0.0000000
71021028;0.3500000
71021081;0.0000000
71021122;0.9500000
71021257;0.0500000
71021220;0.0000000
71021268;0.0000000
74820351;0.0166667
71021855;0.5166667
74700999;0.0500000
71022012;0.5666667
71022064;0.0000000
71022136;0.1333333
71022137;0.3666667
71022161;0.0000000
71022208;0.5666667
71022212;0.0000000
71022217;0.0166667
71022223;0.0000000
71022232;0.0166667
71022287;0.0000000
71022243;0.0333333
71022218;0.1666667
74820360;0.4000000
71022444;0.2333333
71022456;0.0000000
71022555;0.0500000
71022585;0.0000000
71022680;0.0166667
71022741;0.0000000
71022707;0.6333333
71022711;0.0166667
71022751;0.6666667
71022881;0.5500000
71022911;0.7333333
71023055;0.0166667
71023249;0.0833333
71023250;0.0666667
71023401;0.0166667
71023407;0.0166667
71023440;0.0000000
71023458;0.0000000
71023625;0.0166667
71024405;0.9500000
71024407;0.0000000
71024412;1.0000000
71024416;0.2833333
71024417;0.4166667
71024506;0.0166667
71024480;0.4333333
71025060;0.0000000
71025061;0.0000000
71025251;0.0333333
71025276;0.1000000
71025397;0.0000000
71025446;0.1833333
71025661;0.3666667
74820383;0.3500000
71026003;0.0000000
71026125;0.7000000
71026126;0.0000000
71026127;0.0000000
74820401;0.2166667
71026200;0.0000000
71026224;0.0666667
71026237;0.0000000
71026304;0.0000000
71026911;0.0000000
74820410;0.0333333
71027112;0.0166667
74102675;0.0000000
71027526;0.0000000
74820430;0.0333333
71027902;1.0000000
71027893;0.3333333
71027894;0.1333333
71027895;0.0166667
71027896;0.5166667
71028155;0.2500000
71028159;0.8333333
74102712;0.0000000
71028210;0.0333333
71028363;0.9666667
71028418;0.0833333
71028419;0.3666667
71028552;0.0000000
71028490;0.0666667
71028615;0.9833333
71028596;0.9333333
71028658;0.0000000
71028758;0.2166667
71028872;0.0000000
74820450;0.2500000
71029369;0.0000000
71029424;0.0500000
71029446;0.0166667
71029431;0.2500000
71029551;0.0000000
71029602;0.3166667
71029623;0.0000000
71029638;0.0166667
71029594;0.1833333
71029656;0.0666667
71029771;0.9166667
71029784;0.0000000
71029785;0.0000000
71029783;0.0000000
71029831;0.0166667
71029941;0.0000000
71029951;0.0000000
71030060;0.4833333
71030061;0.6666667
71030100;0.0000000
71030171;0.5500000
71030192;0.0000000
71030318;0.0000000
71030489;0.9500000
71030508;0.0000000
71030603;0.0000000
71030627;0.2166667
71030628;0.1500000
71030672;0.0166667
71030690;0.0000000
71030752;0.0000000
71030823;0.9000000
71030829;0.3166667
71030833;0.0000000
71030903;0.9500000
71030904;0.2166667
71030906;0.2666667
71030963;0.1833333
71030975;0.0166667
71030990;0.0166667
71031050;0.0000000
71031065;0.0000000
71031101;0.2333333
71031141;0.0000000
74501861;0.0666667
74501862;0.0666667
71031205;0.0166667
71031306;0.8666667
71031616;0.0500000
71031651;0.0000000
71031676;0.0000000
71031678;0.0000000
71031683;0.0000000
71031685;0.0000000
71031690;0.0000000
71031693;0.0000000
71031722;1.0000000
71031725;0.2000000
71031726;0.3666667
71031727;0.8333333
71031729;0.8166667
71031731;0.6666667
71031788;0.0000000
71031797;0.9833333
71031813;0.6333333
71031826;1.0000000
71031830;0.9333333
71031840;0.3500000
71031841;0.0500000
71031854;0.0166667
71031876;0.1500000
71031880;0.6666667
71031883;0.0666667
71031888;0.9333333
71031889;0.9833333
71031891;1.0000000
71031902;0.0000000
71031905;0.0000000
71031921;0.0000000
71031936;0.5500000
71031941;0.6666667
71031961;0.8833333
71031963;0.9666667
71031969;0.0000000
71031971;0.7666667
71031989;1.0000000
71031995;0.1666667
71032132;0.0000000
74820530;0.0833333
71032370;0.1500000
71032559;0.0000000
71032691;0.0000000
71032630;0.0000000
71033271;0.0000000
71033482;0.0666667
71033493;0.0500000
71033494;0.0333333
71033497;0.1000000
71033501;0.0333333
71033514;0.0000000
71033515;0.0333333
71033517;0.0000000
71033524;0.0500000
71033712;0.0000000
71033580;0.0000000
71034268;0.0000000
71034563;0.0166667
71034589;0.3500000
71034812;0.0000000
71034891;0.0333333
71034904;0.2000000
71034905;0.1666667
71034908;0.0000000
71035023;0.0000000
71035173;0.7500000
71035223;0.0166667
71035188;0.1500000
71035288;0.0000000
71035481;0.0000000
71035482;0.0000000
71035666;0.4333333
71035670;0.0000000
71035838;0.0000000
71035841;0.3333333
71035894;0.1000000
71035896;0.0333333
71035897;0.0000000
71035899;0.0166667
71035921;0.0166667
71036473;0.0000000
74820563;0.1833333
74820564;0.1666667
71036508;0.0500000
71036515;0.0000000
71036516;0.0000000
71036518;0.0000000
71036523;0.0500000
71036526;0.0666667
71036527;0.0166667
71036615;0.0000000
71036675;0.0000000
71036742;0.0000000
71036798;0.9666667
71036799;0.9500000
71036770;0.9500000
71036771;0.9833333
71036800;0.9333333
71036801;0.8000000
71036802;0.7333333
71037011;0.2833333
71037045;0.6000000
71037077;0.1333333
71037207;0.0000000
71037210;0.5333333
71037222;0.0000000
71037170;0.0166667
71037203;0.3500000
71037204;0.0833333
71037237;0.0166667
71037268;0.0000000
71037292;0.7500000
71037312;0.0166667
71037379;0.1166667
71037446;0.3833333
71037449;0.0000000
71037400;0.0000000
71037484;0.0000000
71037537;0.0000000
71037591;0.0000000
71037642;0.0000000
71037674;0.0000000
71037659;0.8333333
71037660;0.0000000
71037661;0.8333333
71037790;0.0000000
71037809;0.0000000
71037875;0.0000000
71037883;0.0000000
71037885;0.0000000
71037930;0.0166667
71037935;0.6000000
71037945;1.0000000
71038038;0.0000000
71038082;0.3833333
71038115;0.0000000
71038166;0.3833333
71038167;0.5166667
71038268;0.0833333
71038269;0.0500000
71038294;0.0000000
71038316;0.0166667
71038443;0.2500000
71038515;0.0000000
71038522;0.0000000
74820630;0.4000000
74820631;0.1333333
71038504;0.4166667
71038548;0.0000000
71038550;0.0000000
71038665;0.0000000
71038697;0.9500000
71038699;0.6500000
71038700;0.9833333
71038758;0.1833333
71038764;0.0000000
71038755;0.5166667
71038757;0.3166667
71038759;0.6666667
71038891;0.1333333
71038919;0.1833333
71038920;0.4333333
71038925;0.0000000
71038942;0.0166667
71038910;0.7500000
71039098;1.0000000
71038976;0.5666667
71039065;0.6166667
71039068;0.0000000
71039069;0.8166667
71038898;0.9833333
71039153;0.9833333
33300000;0.0166667
71039156;0.0000000
71039175;0.6333333
71039178;0.0000000
71039200;0.0000000
71039228;0.0500000
71039258;0.8666667
71039259;0.9333333
71039281;0.0000000
71039292;0.0000000
71039294;0.0000000
71039297;0.0000000
71039298;0.0000000
71039300;0.0000000
71039301;0.0000000
71039322;0.0000000
71039323;0.0000000
71039324;0.0000000
71039483;0.2333333
74820650;0.3166667
71039536;0.0000000
71039872;0.0000000
71039875;0.0000000
71039996;0.0000000
71039997;0.0166667
71040017;0.3333333
71040159;0.2333333
71040160;0.9000000
71040150;0.9833333
71040151;0.1666667
71040152;0.7666667
71040157;0.0000000
71040184;0.0000000
71040188;0.9833333
71040180;1.0000000
71040181;0.0166667
71040212;0.4500000
71040213;0.8166667
71040214;0.2666667
71040216;0.0000000
71040293;0.0000000
71040117;0.0000000
71040354;0.0000000
71040523;0.7500000
71040524;0.8000000
71040538;0.9333333
71040540;0.8000000
71040563;0.8666667
71040564;0.9166667
71040566;0.9166667
71040567;0.8000000
71040557;0.0500000
71040551;0.0500000
71040606;0.0333333
71040676;0.2333333
71040698;0.1166667
71040722;0.0000000
71040740;0.0166667
71040746;0.0000000
71040762;0.0000000
71040764;0.0666667
71040765;0.0166667
71040766;0.0166667
71040786;0.0166667
71040820;0.0000000
71040821;0.0000000
71040846;0.0166667
71040848;0.0000000
71040849;0.0000000
71040851;0.0166667
71040886;0.1833333
71040882;0.0333333
71040903;0.9166667
71040840;0.4500000
71040930;0.0500000
71040943;0.0000000
71040944;0.0000000
71040946;0.8666667
71041076;0.0000000
71041080;0.0000000
71041112;0.7500000
71041113;0.6833333
71041114;0.6000000
71041135;0.2333333
71041220;0.0000000
71041326;0.0166667
71041327;0.0166667
71041330;0.0500000
71041332;0.0000000
71041333;0.0166667
71041347;0.0000000
71041352;0.0166667
71041375;0.3166667
71041402;0.9166667
71041425;0.0000000
71041433;0.2500000
74820660;0.0666667
71041641;0.0000000
71041658;0.0000000
71041650;0.0000000
71041734;0.0000000
71041735;0.0000000
71041739;0.9000000
71041740;0.9666667
71041741;0.9666667
71041742;0.8500000
71041743;0.7500000
71041744;0.7000000
71041745;0.6666667
71041746;0.3500000
71041748;0.9500000
71041749;0.6000000
71041750;0.4333333
71041751;0.8000000
71041752;0.0333333
71041753;0.9500000
71041754;0.9166667
71041755;0.8666667
71041756;0.9166667
71041757;0.0166667
71041758;0.7333333
71041663;0.1166667
71041788;0.0666667
74820670;0.3666667
71041961;0.0000000
71042055;0.0000000
71042056;0.0000000
71042057;0.0166667
71042058;0.0000000
71042152;0.6333333
71042229;0.6166667
71042265;0.3833333
71042266;0.0833333
71042275;0.0000000
71042308;0.1833333
71042311;0.4166667
71042352;0.0500000
71042353;0.0000000
71042369;0.0000000
71042371;0.0166667
71042388;0.0000000
71042390;0.0333333
71042391;0.0166667
71042330;0.0333333
71042482;0.0000000
71042493;0.0166667
71042591;0.0000000
71042593;0.2166667
71042614;0.0000000
71042616;0.0166667
71042638;0.3833333
71042600;0.4500000
71042601;0.4333333
71042606;0.0000000
71042622;0.3666667
71042623;0.2666667
71042625;0.0166667
71043193;0.6500000
71043205;0.0000000
71043251;0.0166667
71043325;0.0000000
71043308;0.0000000
71043382;0.0166667
71043412;0.0166667
71043415;0.0166667
71043201;0.9500000
71043515;0.5833333
71043617;0.0000000
71043620;0.0000000
71043640;0.8666667
71043654;0.0000000
71043747;0.0000000
71043749;0.0333333
71043798;0.0000000
74820700;0.0666667
74820701;0.3333333
71043827;0.2333333
71043872;0.6833333
71043878;0.5833333
71043902;0.5000000
71043904;0.8666667
71043913;0.0000000
71043907;0.0666667
71043947;0.0000000
71043967;0.7333333
71043968;0.6166667
71043969;0.0000000
71043970;0.4333333
71043982;0.5500000
71043958;0.9666667
71044048;0.0000000
71044105;0.0500000
71044009;0.0000000
71044227;0.5333333
71044225;0.1000000
71044197;0.0000000
71044198;0.0333333
71044139;0.9166667
71044252;0.0166667
71044342;0.4000000
71044343;0.1166667
71044393;0.0000000
71044433;0.9500000
71044522;0.0000000
71044595;0.0500000
71044547;0.0000000
71044550;0.0166667
71044552;0.1833333
71044512;0.3833333
71044391;0.3500000
71044554;0.0166667
71044557;0.0166667
71044711;0.0000000
71046869;0.0000000
71047243;0.0000000
71046665;0.1833333
71047403;0.0000000
71047410;0.0000000
71047674;0.0000000
71047895;0.0000000
71047757;0.6166667
71047758;0.4666667
71047759;0.9333333
71047761;0.5500000
71047892;0.7166667
71047893;0.7333333
71047755;0.7500000
71047756;0.7666667
71047969;0.0000000
71048059;0.0000000
71047810;0.3000000
71048169;0.0000000
71048170;0.0333333
71048171;1.0000000
71048172;1.0000000
71048173;0.8666667
71048322;0.0000000
71048323;0.3500000
71048324;0.1833333
71048325;0.1500000
71048326;0.4833333
71048327;0.3333333
71048321;0.0333333
71048408;0.0166667
71048409;0.0500000
71048412;0.0000000
71048411;0.0000000
71048957;0.4833333
71048961;0.4333333
71049074;0.6166667
71049075;0.0000000
71049089;0.0000000
71049039;0.0000000
74820711;0.2500000
71049260;0.0000000
71049283;0.0000000
71049302;0.0000000
71049329;0.0000000
71049478;0.0166667
71049522;0.0000000
71049525;0.0166667
71049559;0.0000000
71049578;0.0000000
71049660;0.0333333
71049736;0.0166667
74820712;0.0666667
71049717;0.2833333
71049719;0.0000000
71049721;0.3333333
71049767;0.3833333
71049817;0.8000000
71049819;0.6166667
74820740;0.3833333
71049875;0.0166667
71049840;0.6833333
71049934;0.0000000
71049890;0.8833333
71049891;0.8500000
71050085;0.0000000
71050098;0.1000000
71050183;0.0000000
71050184;0.0000000
71050185;0.2000000
71050188;0.9166667
71050116;0.0166667
71050217;0.7500000
71050218;0.8333333
71050280;0.0166667
71050342;0.0000000
71050301;0.0333333
71050358;0.0000000
71050392;0.0000000
71050424;0.0333333
71050422;0.0000000
71050415;0.0000000
71050456;0.9666667
74820750;0.0333333
71050479;0.0000000
71050541;0.0166667
71050552;0.0000000
71050553;0.0000000
71050567;0.0000000
71050611;0.0000000
74820760;0.4833333
71050710;0.6833333
71050711;0.0000000
71050712;0.7000000
71050713;0.5333333
71050714;0.9000000
71050715;0.9500000
71050716;0.0333333
71050732;0.0166667
71050733;0.0166667
71050761;0.0000000
71050778;0.9666667
71050720;0.1000000
71050783;0.0000000
71050784;0.0166667
71050731;0.5500000
71050785;0.0000000
71050860;0.0166667
71050893;0.0166667
71051017;0.0000000
71051066;0.0000000
71051073;0.0000000
71051095;0.0000000
71051102;0.6666667
71051103;0.6333333
71051106;0.6166667
71051107;0.5333333
71051108;0.6500000
71050777;0.8000000
71051113;0.3333333
71051177;0.5500000
71051178;1.0000000
71051179;0.9000000
71051180;0.9666667
71051154;0.0000000
71051197;0.0000000
71051315;0.0000000
71051580;0.0166667
71051652;0.0000000
71051669;0.0000000
71051758;0.0333333
71051809;0.2833333
71051810;0.2000000
