id;count;ax31
071054500;1.000;0777
071054725;10.000;0888
071054725;4.000;0777
071054725;411.000;0090
071054812;1.000;0777
071054812;10.000;0888
071054835;260.000;0090
071054835;2.000;0777
071054836;2.000;0777
071054836;45.000;0090
071054838;1.000;0777
071054868;2.000;0777
071054868;2.000;0888
071055112;4.000;0777
071055200;1.000;0777
071055640;3.000;0777
071055640;64.000;0090
071055640;10.000;0888
071055721;1.000;0777
071055748;1.000;0777
071055750;4.000;0777
071055881;171.000;0090
071055881;30.000;0888
071055881;4.000;0777
071055942;20.000;0888
071055942;122.000;0090
071055942;21.000;0777
071055943;30.000;0888
071055943;40.000;0090
071055943;4.000;0777
071056230;1.000;0090
071056230;4.000;0777
071056304;1.000;0888
071056721;290.000;0090
071056721;5.000;0777
071056774;3.000;0777
071056774;182.000;0090
071064636;4.000;0777
071064636;64.000;0090
071065463;3.000;0888
071065463;3.000;0777
071065599;3.000;0777
071065600;4.000;0777
071065732;3.000;0777
071065738;10.000;0888
071065738;13.000;0777
071065738;32.000;0090
071065832;207.000;0090
071065832;14.000;0777
071065899;2.000;0888
071065915;1.000;0888
071065915;1.000;0777
071065938;56.000;0090
071066086;7.000;0090
071066086;4.000;0777
071066089;125.000;0090
071066089;10.000;0777
071066173;10.000;0888
071066175;10.000;0888
071066176;10.000;0888
071066448;1.000;0777
071066449;1.000;0777
071066530;2.000;0777
071066605;2.000;0777
071066675;3.000;0777
071066676;4.000;0777
071066676;12.000;0090
071066712;5.000;0777
071066712;3.000;0888
071066712;115.000;0090
071066733;17.000;0777
071066735;16.000;0777
071066757;1.000;0888
071067064;47.000;0777
071067064;165.000;0090
071067206;9.000;0777
071067206;94.000;0090
071067235;4.000;0777
071067235;2.000;0888
071067235;10.000;0090
071067252;2.000;0777
071067374;2.000;0888
071067375;4.000;0777
071067375;10.000;0888
071067444;52.000;0777
071067560;11.000;0777
071067637;3.000;0888
071067850;1.000;0777
071067850;20.000;0888
071067870;4.000;0777
071067870;65.000;0090
071067901;10.000;0888
071067902;20.000;0888
071067903;19.000;0888
071067913;20.000;0888
071067913;8280.000;0090
071067913;16.000;0777
071067914;3165.000;0090
071067914;20.000;0888
071067914;4.000;0777
071067915;5.000;0888
071068227;1299.000;0090
071068227;40.000;0777
071068262;30.000;0888
071068265;10.000;0888
071068265;4.000;0777
071068265;886.000;0090
071068308;4.000;0777
071068308;423.000;0090
071068470;2.000;0777
071068470;25.000;0888
071068470;65.000;0090
071068493;5.000;0777
071068501;17.000;0888
071068501;10.000;0090
071068733;6.000;0777
071068733;87.000;0090
071068734;8.000;0777
071068818;7.000;0888
071068819;1.000;0888
071068819;3.000;0777
071068834;438.000;0090
071068834;5.000;0777
071068835;9.000;0777
071068835;593.000;0090
071068836;4.000;0777
071068836;289.000;0090
071068837;10.000;0777
071068837;453.000;0090
071068856;20.000;0777
071068856;585.000;0090
071068856;10.000;0888
071068967;2.000;0888
071068969;2.000;0888
071069010;1.000;0777
071069010;99.000;0090
071069010;10.000;0888
071069085;2.000;0777
071069154;2.000;0888
071069158;2.000;0777
071069158;27.000;0090
071069158;10.000;0888
071069178;9.000;0888
071069178;4.000;0777
071069263;10.000;0888
071069263;3.000;0777
071069264;14.000;0888
071069264;2.000;0777
071069295;25.000;0888
071069295;8.000;0777
071069296;2.000;0777
071069297;2.000;0777
071069360;1.000;0888
071069439;2.000;0777
071069439;23.000;0090
071069501;4.000;0777
071069510;6.000;0777
071069510;52.000;0090
071069510;10.000;0888
071069519;72.000;0777
071069519;485.000;0090
071069520;4.000;0777
071069520;73.000;0090
071069521;13.000;0777
071069522;24.000;0777
071069523;19.000;0777
071069523;113.000;0090
071069749;3.000;0777
071069749;13.000;0090
071069749;10.000;0888
071069771;6.000;0777
071069771;2.000;0888
071069798;2.000;0777
071069798;127.000;0090
071069798;10.000;0888
071069914;1.000;0777
071069916;1.000;0777
071069927;30.000;0888
071069927;128.000;0090
071069927;2.000;0777
071069929;14.000;0090
071069929;3.000;0777
071069982;20.000;0090
071069982;1.000;0777
071069984;3.000;0777
071070024;2.000;0777
071070026;2.000;0777
071070089;2.000;0777
071070092;3.000;0777
071070104;4.000;0777
071070108;1.000;0777
071070152;2.000;0888
071070394;8.000;0777
071070459;489.000;0090
071070459;9.000;0777
071070460;30.000;0777
071070460;383.000;0090
071070501;313.000;0090
071070501;17.000;0777
071070632;3000.000;0090
071070632;10.000;0888
071070632;3.000;0777
071070635;3488.000;0090
071070635;10.000;0888
071070635;7.000;0777
071070657;2.000;0888
071070835;325.000;0090
071070835;10.000;0888
071070835;7.000;0777
071070836;22.000;0090
071070836;10.000;0888
071070836;3.000;0777
071070837;10.000;0888
071070837;149.000;0090
071070837;4.000;0777
071070865;1.000;0777
071071024;1.000;0777
071071305;230.000;0090
071071305;5.000;0777
071071355;2.000;0888
071071359;14.000;0888
071071472;10.000;0888
071071472;555.000;0090
071071472;2.000;0777
071071624;11.000;0777
071071624;339.000;0090
071071644;17.000;0888
071071664;4.000;0777
071071684;10.000;0888
071071684;32.000;0090
071071684;10.000;0777
071071799;128.000;0090
071071818;9.000;0888
071071818;1.000;0777
071071883;484.000;0090
071071883;9.000;0777
071071935;156.000;0090
071071935;10.000;0888
071071935;13.000;0777
071071936;153.000;0090
071071936;10.000;0888
071071936;1.000;0777
071071937;653.000;0090
071071937;10.000;0888
071071937;4.000;0777
071071938;1558.000;0090
071071938;15.000;0777
071071938;10.000;0888
071071977;2.000;0888
071071977;30.000;0090
071072037;1.000;0888
071072106;19.000;0777
071072181;10.000;0777
071072181;757.000;0090
071072181;10.000;0888
071072327;9.000;0888
071072327;11.000;0777
071072330;1.000;0777
071072330;25.000;0888
071072330;326.000;0090
071072353;2.000;0777
071072367;2.000;0888
071072442;32.000;0090
071072442;10.000;0888
071072442;9.000;0777
071072444;2.000;0777
071072701;20.000;0888
071072701;7.000;0777
071073240;132.000;0090
071073240;10.000;0888
071073240;4.000;0777
071073268;98.000;0090
071073268;30.000;0888
071073268;34.000;0777
071073332;30.000;0888
071073332;41.000;0777
071073332;418.000;0090
071073340;4.000;0777
071073340;91.000;0090
071073357;2.000;0777
071073358;1.000;0090
071073370;1.000;0777
071073402;10.000;0888
071073402;147.000;0090
071073402;2.000;0777
071073403;1.000;0777
071073403;4.000;0888
071073407;6.000;0777
071073407;8.000;0888
071073428;2.000;0777
071073428;156.000;0090
071073428;10.000;0888
071073562;3.000;0777
071073563;1.000;0777
071073563;1.000;0888
071073667;2.000;0777
071073884;1.000;0777
071073884;5.000;0888
071073890;8.000;0777
071073890;32.000;0090
071073890;2.000;0888
071074022;2.000;0777
071074079;11.000;0888
071074079;15.000;0777
071074080;4.000;0888
071074080;8.000;0777
071074080;61.000;0090
071074113;13.000;0777
071074113;13.000;0090
071074122;39.000;0777
071074122;123.000;0090
071074122;2.000;0888
071074123;4.000;0777
071074123;2.000;0888
071074123;13.000;0090
071074125;15.000;0090
071074125;2.000;0888
071074125;16.000;0777
071074126;39.000;0090
071074126;2.000;0888
071074126;15.000;0777
071074187;9.000;0888
071074187;1.000;0777
071074188;9.000;0888
071074199;8.000;0888
071074199;3.000;0090
071074199;2.000;0777
071074209;2.000;0777
071074210;2.000;0090
071074210;4.000;0777
071074210;1.000;0888
071074257;1.000;0777
071074271;2.000;0888
071074271;334.000;0090
071074273;4.000;0777
071074273;2.000;0888
071074273;2.000;0090
071074274;2.000;0777
071074277;11.000;0888
071074277;3.000;0777
071074278;5.000;0777
071074278;27.000;0888
071074279;6.000;0777
071074279;12.000;0888
071074279;13.000;0090
071074283;2.000;0777
071074283;2.000;0888
071074283;2.000;0090
071074311;2.000;0777
071074311;4.000;0090
071074313;4.000;0777
071074314;16.000;0090
071074314;2.000;0777
071074361;2.000;0777
071074486;15.000;0888
071074486;15.000;0777
071074500;10.000;0888
071074525;10.000;0888
071074525;3.000;0777
071074525;778.000;0090
071074579;1.000;0888
071074581;10.000;0888
071074581;10.000;0777
071074581;209.000;0090
071074602;1.000;0888
071074602;1.000;0777
071074691;2.000;0888
071074691;1.000;0777
071074739;25.000;0888
071074739;290.000;0090
071074739;16.000;0777
071074877;5.000;0888
071074880;12.000;0777
071074880;1395.000;0090
071074880;20.000;0888
071074931;1.000;0777
071074931;20.000;0888
071074932;10.000;0777
071074932;20.000;0888
071074933;19.000;0888
071074934;20.000;0888
071074939;16.000;0888
071075084;1.000;0888
071075107;5.000;0777
071075107;527.000;0090
071075107;10.000;0888
071075122;1.000;0777
071075122;2.000;0888
071075124;20.000;0090
071075124;4.000;0888
071075196;4.000;0888
071075245;2.000;0777
071075245;5.000;0090
071075259;15.000;0777
071075271;10.000;0888
071075271;101.000;0090
071075271;2.000;0777
071075302;455.000;0090
071075302;16.000;0777
071075303;807.000;0090
071075303;47.000;0777
071075304;2.000;0777
071075315;9.000;0777
071075315;47.000;0090
071075315;10.000;0888
071075316;75.000;0090
071075316;10.000;0888
071075316;7.000;0777
071075439;1.000;0777
071075452;2.000;0777
071075456;9.000;0090
071075456;6.000;0777
071075484;10.000;0888
071075484;3595.000;0090
071075484;4.000;0777
071075485;1.000;0777
071075491;7.000;0777
071075519;17.000;0888
071075519;3.000;0777
071075588;9.000;0888
071075588;1.000;0777
071075613;10.000;0888
071075613;20.000;0090
071075613;3.000;0777
071075634;9.000;0888
071075634;1.000;0777
071075635;2.000;0777
071075635;8.000;0888
071075676;4.000;0777
071075676;2.000;0888
071075738;2.000;0777
071075766;6.000;0777
071075766;2.000;0888
071075766;5.000;0090
071075788;1.000;0777
071075788;1.000;0888
071075801;2.000;0777
071075809;30.000;0888
071075809;714.000;0090
071075809;5.000;0777
071075834;10.000;0888
071075834;9.000;0777
071075881;1.000;0090
071075881;1.000;0888
071075973;3.000;0888
071075973;4.000;0777
071075983;60.000;0090
071075983;10.000;0888
071075983;1.000;0777
071075989;29.000;0090
071075989;17.000;0888
071075989;25.000;0777
071075990;9.000;0777
071075993;32.000;0090
071075993;10.000;0777
071075993;18.000;0888
071075995;18.000;0777
071075995;328.000;0090
071075995;30.000;0888
071076033;20.000;0888
071076033;1.000;0777
071076047;2.000;0777
071076049;2.000;0777
071076049;54.000;0090
071076078;1.000;0777
071076079;23.000;0777
071076079;31.000;0090
071076080;23.000;0777
071076095;9.000;0777
071076095;48.000;0090
071076095;10.000;0888
071076097;33.000;0090
071076097;10.000;0888
071076097;3.000;0777
071076133;20.000;0888
071076133;6.000;0777
071076133;40.000;0090
071076368;10.000;0888
071076405;10.000;0888
071076405;20.000;0777
071076405;624.000;0090
071076467;10.000;0888
071076467;10.000;0777
071076467;310.000;0090
071076475;4.000;0090
071076475;2.000;0888
071076475;4.000;0777
071076477;68.000;0090
071076477;25.000;0888
071076477;6.000;0777
071076685;20.000;0888
071076685;7.000;0777
071076722;532.000;0090
071076722;10.000;0888
071076722;10.000;0777
071076872;46.000;0090
071076872;2.000;0777
071076873;2.000;0777
071076873;54.000;0090
071076875;2.000;0777
071076882;2.000;0777
071077005;19.000;0777
071077005;23.000;0888
071077005;40.000;0090
071077024;2.000;0777
071077024;31.000;0090
071077024;10.000;0888
071077112;9.000;0777
071077112;2.000;0090
071077112;3.000;0888
071077114;164.000;0090
071077114;2.000;0777
071077114;10.000;0888
071077349;151.000;0090
071077349;4.000;0777
071077362;9.000;0777
071077375;2.000;0888
071077383;10.000;0888
071077383;48.000;0090
071077383;2.000;0777
071077465;8.000;0888
071077485;3.000;0090
071077485;2.000;0888
071077485;3.000;0777
071077560;668.000;0090
071077560;10.000;0888
071077560;16.000;0777
071077614;55.000;0090
071077614;17.000;0888
071077614;9.000;0777
071077686;2.000;0777
071077701;37.000;0777
071077701;422.000;0090
071077721;5.000;0777
071077721;10.000;0888
071077721;192.000;0090
071077729;10.000;0888
071077729;4.000;0777
071077729;35.000;0090
071077745;90.000;0090
071077769;1471.000;0090
071077769;20.000;0888
071077769;7.000;0777
071077770;285.000;0090
071077770;20.000;0888
071077770;4.000;0777
071077782;2.000;0777
071077813;4.000;0777
071077813;10.000;0888
071077813;64.000;0090
071077831;3.000;0888
071077832;2.000;0777
071077832;2.000;0888
071077832;2.000;0090
071077874;8.000;0888
071077874;1.000;0777
071077896;683.000;0090
071077896;4.000;0777
071078010;195.000;0090
071078010;19.000;0777
071078014;1.000;0888
071078211;4.000;0777
071078212;2.000;0777
071078214;2.000;0777
071078220;2.000;0777
071078229;103.000;0090
071078229;3.000;0777
071078230;25.000;0090
071078230;2.000;0777
071078232;2.000;0777
071078237;2.000;0777
071078238;1.000;0777
071078245;289.000;0090
071078250;1333.000;0090
071078250;4.000;0777
071078287;10.000;0888
071078287;488.000;0090
071078287;2.000;0777
071078296;185.000;0090
071078296;10.000;0777
071078296;10.000;0888
071078301;1292.000;0090
071078301;4.000;0777
071078305;266.000;0090
071078305;28.000;0777
071078305;10.000;0888
071078360;4.000;0777
071078391;26.000;0777
071078391;519.000;0090
071078510;10.000;0777
071078510;10.000;0888
071078542;17.000;0777
071078542;6.000;0888
071078557;10.000;0888
071078557;112.000;0090
071078557;9.000;0777
071078576;152.000;0090
071078576;20.000;0777
071078752;2.000;0777
071078767;1.000;0888
071078767;1.000;0090
071078767;7.000;0777
071078778;1.000;0888
071078863;1.000;0888
071078865;1.000;0777
071078913;1.000;0888
071078913;2.000;0777
071078913;1.000;0090
071078934;1.000;0888
071078934;2.000;0777
071078960;2.000;0888
071078960;2.000;0777
071078960;19.000;0090
071078961;23.000;0777
071078961;1.000;0888
071078982;2.000;0777
071078982;92.000;0090
071078982;2.000;0888
071078984;2.000;0777
071078984;2.000;0888
071078984;5.000;0090
071078991;1.000;0777
071079138;10.000;0888
071079138;27.000;0090
071079138;2.000;0777
071079239;10.000;0888
071079239;873.000;0090
071079239;24.000;0777
071079274;14.000;0090
071079274;8.000;0888
071079274;1.000;0777
071079275;6.000;0090
071079275;4.000;0888
071079275;11.000;0777
071079277;9.000;0888
071079277;51.000;0777
071079309;68.000;0090
071079309;5.000;0777
071079309;10.000;0888
071079311;7.000;0777
071079311;10.000;0888
071079311;273.000;0090
071079312;1.000;0777
071079353;7.000;0777
071079353;30.000;0888
071079353;605.000;0090
071079366;8.000;0777
071079366;63.000;0090
071079434;7.000;0777
071079434;11.000;0888
071079434;7.000;0090
071079449;10.000;0888
071079449;235.000;0090
071079449;13.000;0777
071079458;1210.000;0090
071079458;20.000;0888
071079458;9.000;0777
071079520;166.000;0090
071079520;10.000;0888
071079520;10.000;0777
071079526;45.000;0090
071079526;10.000;0888
071079526;3.000;0777
071079542;15.000;0090
071079542;10.000;0888
071079542;8.000;0777
071079544;1601.000;0090
071079544;10.000;0888
071079544;8.000;0777
071079554;2.000;0777
071079704;1.000;0777
071079705;1.000;0777
071079706;2.000;0777
071079743;1401.000;0090
071079743;51.000;0777
071079768;2.000;0777
071079828;2.000;0888
071079849;2.000;0777
071079867;4.000;0777
071079869;3.000;0777
071079869;16.000;0090
071079870;4.000;0777
071079870;369.000;0090
071079909;1.000;0090
071079909;2.000;0777
071079909;5.000;0888
071079911;98.000;0777
071079918;254.000;0090
071079918;19.000;0777
071079919;20.000;0777
071079919;356.000;0090
071079929;18.000;0090
071079929;1.000;0888
071079930;17.000;0777
071079930;83.000;0090
071079930;10.000;0888
071079953;2.000;0777
071079953;11.000;0090
071079953;1.000;0888
071079978;2.000;0777
071079992;18.000;0777
071079992;11.000;0888
071079993;8.000;0888
071079993;26.000;0777
071080044;15.000;0777
071080044;10.000;0090
071080044;18.000;0888
071080048;59.000;0090
071080048;14.000;0777
071080048;15.000;0888
071080049;6.000;0888
071080049;4.000;0777
071080061;1.000;0777
071080077;1.000;0777
071080078;1.000;0777
071080088;5.000;0888
071080105;1.000;0777
071080107;4.000;0777
071080107;8.000;0090
071080133;66.000;0777
071080133;85.000;0090
071080148;3.000;0888
071080148;6.000;0777
071080148;159.000;0090
071080149;105.000;0090
071080149;5.000;0777
071080149;3.000;0888
071080280;2.000;0777
071080280;23.000;0888
071080287;128.000;0090
071080287;2.000;0777
071080389;5.000;0777
071080598;2.000;0777
071080599;2.000;0777
071080629;3.000;0777
071080637;11.000;0777
071080688;9.000;0777
071080688;10.000;0888
071080690;7.000;0777
071080690;10.000;0888
071080690;354.000;0090
071080705;4.000;0888
071080705;22.000;0777
071080705;5.000;0090
071080897;1.000;0777
071080914;2.000;0777
071080914;4.000;0090
071080915;3.000;0090
071080982;30.000;0888
071080982;125.000;0090
071080982;2.000;0777
071080983;20.000;0888
071080983;23.000;0090
071080983;2.000;0777
071080984;689.000;0090
071080984;2.000;0777
071080993;804.000;0090
071080993;24.000;0777
071080993;30.000;0888
071081054;3.000;0777
071081054;10.000;0888
071081054;401.000;0090
071081082;1.000;0777
071081082;2.000;0888
071081375;1.000;0777
071081380;6.000;0777
071081406;2.000;0777
071081406;3.000;0090
071081689;7.000;0777
071081689;10.000;0888
071081692;5.000;0777
071081868;28.000;0777
071081868;239.000;0090
071081868;10.000;0888
071081884;222.000;0090
071081884;10.000;0888
071081884;9.000;0777
071082050;10.000;0888
071082050;50.000;0090
071082050;2.000;0777
071082094;745.000;0090
